id,name,latitude,longitude,elevation
US1OKBC0005,"SAYRE 5.8 NW, OK US",35.3557,-99.7083,628.2
US1OKBL0001,"GEARY 9.8 WNW, OK US",35.684804,-98.474429,531.0
US1OKCN0001,"MUSTANG 0.2 SE, OK US",35.390641,-97.720575,405.1
US1OKCV0004,"HALL PARK 2.4 WNW, OK US",35.25552,-97.44533,365.2
US1OKCV0012,"NORMAN 3.1 WNW, OK US",35.2392,-97.4904,360.0
US1OKCV0032,"NORMAN 2.1 SE, OK US",35.19795,-97.41815,353.0
US1OKCV0045,"NORMAN 2.7 SW, OK US",35.193742,-97.470552,348.4
US1OKCV0053,"MOORE 1.3 ENE, OK US",35.338875,-97.455653,368.2
US1OKCV0079,"NORMAN 3.4 SE, OK US",35.183343,-97.402773,358.7
US1OKEL0003,"SHATTUCK 0.7 SSW, OK US",36.263434,-99.884009,688.8
US1OKGT0001,"HUNTER 6.0 NNE, OK US",36.6361,-97.6036,317.9
US1OKKY0007,"NEWKIRK 0.3 W, OK US",36.882004,-97.061254,344.1
US1OKKY0027,"PONCA CITY 1.9 NE, OK US",36.74217,-97.04465,326.1
US1OKLN0014,"WELLSTON 7.7 SSW, OK US",35.585102,-97.112294,297.2
US1OKMC0005,"PURCELL 6.7 W, OK US",35.0131,-97.4898,354.8
US1OKMR0001,"SULPHUR 2.5 WSW, OK US",34.49133,-97.01764,310.9
US1OKNB0001,"BILLINGS 4.1 SSE, OK US",36.4753,-97.421866,296.9
US1OKNB0007,"GLENCOE 1.7 N, OK US",36.25,-96.927,323.1
US1OKOK0017,"EDMOND 1.9 SE, OK US",35.633,-97.453,343.5
US1OKOK0018,"WARR ACRES 0.4 N, OK US",35.5326,-97.6168,402.0
US1OKOK0019,"OKLAHOMA CITY 3.8 NNW, OK US",35.520594,-97.532261,352.7
US1OKOK0029,"WARR ACRES 0.4 SSE, OK US",35.521073,-97.61449,398.1
US1OKPN0004,"ADA 1.6 W, OK US",34.858056,-96.658611,306.0
US1OKPN0005,"ADA 4.0 SE, OK US",34.73835,-96.60705,281.3
US1OKPN0006,"ADA 0.3 NNW, OK US",34.7802617,-96.6628946,313.0
US1OKPY0016,"YALE 0.4 E, OK US",36.114349,-96.693641,270.4
US1OKTL0010,"SPERRY 0.7 WSW, OK US",36.293007,-95.997799,191.1
US1OKTL0014,"TULSA 5.4 SSE, OK US",36.057161,-95.873011,224.9
US1OKTN0002,"FREDERICK 6.0 SSW, OK US",34.30522,-99.04238,362.4
US1OKWH0002,"ROCKY 1.9 E, OK US",35.1606,-99.0255,519.1
US1OKWH0003,"CLINTON 5.2 SSW, OK US",35.436895,-99.009642,497.4
US1OKWW0001,"MOORELAND 0.4 ESE, OK US",36.435833,-99.198333,577.0
US1ORBN0002,"ALBANY 3.6 NW, OR US",44.654528,-123.141014,92.0
US1ORBN0007,"CORVALLIS 1.5 NW, OR US",44.5867,-123.2981,154.2
US1ORBN0012,"MONROE 3.1 WNW, OR US",44.33028,-123.35917,107.9
US1ORBN0013,"BLODGETT 1 N, OR US",44.63833,-123.57722,263.0
US1ORBN0018,"CORVALLIS 2.5 NE, OR US",44.5915,-123.2338,64.6
US1ORBN0021,"PHILOMATH 4.8 NNW, OR US",44.5991,-123.4085,150.3
US1ORBN0022,"CORVALLIS 6.7 N, OR US",44.6673,-123.2802,114.6
US1ORBN0028,"PHILOMATH 1.1 E, OR US",44.5361,-123.3388,116.1
US1ORBN0030,"MONROE 5.7 WNW, OR US",44.3337,-123.4056,151.5
US1ORBN0032,"CORVALLIS 1.9 SSE, OR US",44.5464,-123.2592,71.3
US1ORBN0033,"PHILOMATH 7.0 NNW, OR US",44.6286,-123.4314,259.1
US1ORBN0036,"NORTH ALBANY 2.7 NW, OR US",44.6911,-123.1483,72.8
US1ORBN0041,"CORVALLIS 4.0 NNE, OR US",44.6225,-123.2375,81.4
US1ORCB0009,"WARREN 0.4 SW, OR US",45.81551,-122.85659,28.7
US1ORCB0010,"VERNONIA 5.4 WNW, OR US",45.88017,-123.29465,228.9
US1ORCB0013,"CLATSKANIE 3.0 NE, OR US",46.131337,-123.15711,44.5
US1ORCC0003,"CANBY 0.2 S, OR US",45.2008,-122.6375,57.3
US1ORCC0008,"OREGON CITY 5.5 ESE, OR US",45.3131,-122.4928,130.1
US1ORCC0019,"COLTON 1 E, OR US",45.1725,-122.4375,214.0
US1ORCK0001,"PAULINA 6.0 ESE, OR US",44.1214,-119.848,1204.6
US1ORCK0003,"PRINEVILLE 8.4 E, OR US",44.3156,-120.6719,963.5
US1ORCS0007,"COOS BAY 1 NNW, OR US",43.3748,-124.2302,54.9
US1ORCS0011,"BANDON 7.1 NNE, OR US",43.214167,-124.37111,51.5
US1ORCS0014,"COOS BAY 1.7 WNW, OR US",43.383496,-124.263873,67.1
US1ORCY0001,"BROOKINGS 4.2 ENE, OR US",42.0706666,-124.2101666,20.4
US1ORCY0015,"BROOKINGS 3.2 NNW, OR US",42.105034,-124.305689,210.9
US1ORDG0010,"GLIDE 1.1 SE, OR US",43.2957,-123.0787,283.5
US1ORDG0012,"IDLEYLD PARK 4 ESE, OR US",43.3087,-122.9396,496.2
US1ORDG0022,"OAKLAND 4.5 W, OR US",43.425632,-123.385616,278.9
US1ORDG0026,"GLIDE 2.9 SSW, OR US",43.259415,-123.101847,261.2
US1ORDG0027,"OAKLAND 0.1 NNE, OR US",43.4248,-123.2942,141.7
US1ORDG0030,"ROSEBURG 4.6 NNW, OR US",43.280883,-123.391288,129.8
US1ORDG0033,"ROSEBURG 1.2 WNW, OR US",43.225,-123.3813,128.6
US1ORDS0001,"REDMOND 5.4 NNW, OR US",44.3358,-121.1997,877.2
US1ORDS0017,"BEND 2.3 WNW, OR US",44.0729,-121.3564,1154.0
US1ORDS0029,"BEND 1.5 WSW, OR US",44.0598,-121.339429,1127.5
US1ORGR0001,"PRAIRIE CITY 0.2 NE, OR US",44.4636,-118.706,1096.1
US1ORJC0001,"WILLIAMS 1 N, OR US",42.2647,-123.2577,394.1
US1ORJC0008,"CENTRAL POINT 10 N, OR US",42.4875,-122.9481,390.8
US1ORJC0011,"JACKSONVILLE 10 S, OR US",42.169,-122.9912,583.7
US1ORJC0018,"SHADY COVE 0.2 S, OR US",42.6089,-122.8189,422.8
US1ORJC0025,"ASHLAND 2.4 ESE, OR US",42.175298,-122.65724,619.0
US1ORJC0027,"JACKSONVILLE 8.9 WSW, OR US",42.2763,-123.1386,520.9
US1ORJC0029,"GOLD HILL 0.2 WSW, OR US",42.43347,-123.05314,345.6
US1ORJF0001,"MADRAS 6.6 NNW, OR US",44.7203,-121.1736,727.3
US1ORJS0001,"O BRIEN 2 SW, OR US",42.0525,-123.7136,449.6
US1ORJS0018,"APPLEGATE 8.3 SSW, OR US",42.139896,-123.236251,711.4
US1ORJS0030,"GRANTS PASS 7.6 NW, OR US",42.51168,-123.43995,306.3
US1ORKL0004,"KLAMATH FALLS 8 SE, OR US",42.15685,-121.63532,1251.5
US1ORKL0005,"KLAMATH FALLS 3.4 ESE, OR US",42.2097,-121.7069,1307.6
US1ORLA0003,"FLORENCE 1.8 NW, OR US",44.0069,-124.1247,20.4
US1ORLA0013,"EUGENE 3.2 N, OR US",44.099,-123.1222,121.3
US1ORLA0017,"SPRINGFIELD 2.9 W, OR US",44.051083,-123.035922,140.5
US1ORLA0024,"PLEASANT HILL 3 SE, OR US",43.9499,-122.8852,199.3
US1ORLA0026,"EUGENE 2.6 ENE, OR US",44.0706,-123.0658,129.5
US1ORLA0031,"FLORENCE 2.9 NNW, OR US",44.0272,-124.1203,25.6
US1ORLA0038,"SPRINGFIELD 8.3 NNE, OR US",44.1603,-122.9017,186.5
US1ORLA0054,"EUGENE 3 SW, OR US",44.0214,-123.1558,324.9
US1ORLA0055,"COBURG 1.4 NNW, OR US",44.1567,-123.0694,118.0
US1ORLA0057,"CRESWELL 3.2 NE, OR US",43.9336,-122.9592,167.0
US1ORLA0065,"SPRINGFIELD 6.4 E, OR US",44.039,-122.85,365.8
US1ORLA0066,"SPRINGFIELD 1.8 WNW, OR US",44.0662,-123.0083,139.0
US1ORLA0068,"COTTAGE GROVE 6.8 SSE, OR US",43.7088,-122.9808,273.7
US1ORLA0076,"FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7
US1ORLA0086,"EUGENE 2.6 N, OR US",44.09,-123.1153,121.9
US1ORLA0087,"EUGENE 4.0 SE, OR US",44.009272,-123.059762,259.7
US1ORLA0093,"LOWELL 1 SE, OR US",43.9197,-122.7781,232.9
US1ORLA0097,"EUGENE 4 SSE, OR US",44.0047,-123.0703,157.6
US1ORLA0103,"COBURG 0.3 SSW, OR US",44.1342,-123.0625,123.1
US1ORLA0104,"SPRINGFIELD 2.2 NNW, OR US",44.0831,-122.99,156.4
US1ORLA0112,"EUGENE 2.7, OR US",44.1088,-123.2698,119.5
US1ORLA0114,"COTTAGE GROVE 2.6 E, OR US",43.8031,-123.0032,247.2
US1ORLA0116,"SPRINGFIELD 10.1 E, OR US",44.0626,-122.7731,261.8
US1ORLA0118,"EUGENE 2.5 ENE, OR US",44.0686,-123.066,129.2
US1ORLA0121,"SPRINGFIELD 2.1 WNW, OR US",44.0684,-123.0138,138.1
US1ORLA0122,"SPRINGFIELD 1.5 SE, OR US",44.0344,-122.9579,149.0
US1ORLA0126,"COBURG 0.3 W, OR US",44.1386,-123.0658,122.2
US1ORLA0127,"SPRINGFIELD 3.9 E, OR US",44.0492,-122.8982,161.2
US1ORLA0129,"SPRINGFIELD 2.1 NW, OR US",44.0717,-123.0101,137.5
US1ORLA0130,"MCKENZIE BRIDGE 1 N, OR US",44.1783,-122.1625,417.0
US1ORLA0132,"SWISSHOME 4.2 ESE, OR US",44.054812,-123.710081,74.4
US1ORLC0001,"NEWPORT 5.1 N, OR US",44.689808,-124.065527,35.1
US1ORLC0002,"TOLEDO 0.2 W, OR US",44.621,-123.937,27.4
US1ORLC0007,"DEPOE BAY 0.2 NW, OR US",44.812152,-124.060662,32.3
US1ORLN0001,"LEBANON 4.8 E, OR US",44.544,-122.807,131.7
US1ORLN0003,"ALBANY 0.5 SE, OR US",44.611,-123.0853,69.5
US1ORLN0004,"SCIO 4.2 SW, OR US",44.669439,-122.918402,85.6
US1ORLN0006,"SWEET HOME 1.0 ESE, OR US",44.396808,-122.683994,196.9
US1ORLN0007,"SWEET HOME 5.0 SW, OR US",44.3486,-122.771,175.0
US1ORLN0008,"BROWNSVILLE 3.0 NW, OR US",44.418729,-123.030401,123.1
US1ORLN0012,"LYONS 1.6 SSW, OR US",44.757059,-122.624461,518.2
US1ORLN0016,"LEBANON 1.4 SSW, OR US",44.5164,-122.9171,109.1
US1ORLN0020,"LYONS 2.1 S, OR US",44.748321,-122.606142,507.8
US1ORLN0043,"ALBANY 4.9 NNE, OR US",44.68443,-123.06352,74.1
US1ORLN0057,"SWEET HOME 6.8 S, OR US",44.303139,-122.692298,220.1
US1ORLN0070,"LEBANON 5.1 NE, OR US",44.5848,-122.8268,101.2
US1ORLN0090,"TANGENT 1.3 N, OR US",44.570019,-123.112984,71.6
US1ORMN0008,"SALEM 3.7 SSW, OR US",44.87682,-123.05757,163.1
US1ORMN0016,"STAYTON 6 ENE, OR US",44.8353,-122.6836,331.9
US1ORMN0026,"TURNER 6.6 S, OR US",44.7504,-122.9359,93.9
US1ORMN0047,"MILL CITY 0.8 W, OR US",44.7524,-122.4941,242.0
US1ORMT0006,"PORTLAND 2.5 SE, OR US",45.5116,-122.6201,49.7
US1ORMT0016,"SANDY 6.6 NNE, OR US",45.4838,-122.2033,380.4
US1ORMT0020,"TROUTDALE 4.2 ESE, OR US",45.510864,-122.31335,128.3
US1ORMT0024,"RALEIGH HILLS 2.1 ESE, OR US",45.468982,-122.716503,143.3
US1ORPK0013,"INDEPENDENCE 5.2 SE, OR US",44.7925,-123.1331,52.7
US1ORUM0002,"HERMISTON 2.1 NNW, OR US",45.861,-119.2967,152.1
US1ORUM0011,"PENDLETON 1.0 WNW, OR US",45.674519,-118.807906,349.3
US1ORUM0014,"UMATILLA 0.7 WSW, OR US",45.9094322,-119.3414021,119.8
US1ORUM0027,"PENDLETON 4.0 SSE, OR US",45.618483,-118.795004,378.3
US1ORUN0001,"ELGIN 9.8 N, OR US",45.7056,-117.9083,875.7
US1ORWL0003,"FLORA 1.0 SE, OR US",45.894445,-117.289856,1343.6
US1ORWL0006,"LOSTINE 2.4 ESE, OR US",45.4737283,-117.3826106,1047.6
US1ORWS0002,"NORTH PLAINS 4.1 NNE, OR US",45.648,-122.958,260.9
US1ORWS0005,"BEAVERTON 1.9 NNE, OR US",45.500323,-122.801443,75.9
US1ORWS0007,"RALEIGH HILLS 0.8 WSW, OR US",45.4788,-122.7692,78.0
US1ORWS0031,"BEAVERTON 0.7 SSE, OR US",45.46623,-122.80884,88.1
US1ORWS0032,"TIGARD 3.2 W, OR US",45.418467,-122.839191,146.0
US1ORYM0001,"GASTON 3.2 SW, OR US",45.4,-123.183,89.9
US1ORYM0004,"YAMHILL 1.1 NNW, OR US",45.35622,-123.19019,61.0
US1ORYM0009,"SHERIDAN 5.2 NW, OR US",45.155387,-123.459732,293.8
US1PAAD0002,"ABBOTTSTOWN 2.4 N, PA US",39.919185,-76.989416,139.0
US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.341739,-80.122944,310.0
US1PAAL0003,"SOUTH FAYETTE 2 SE, PA US",40.3381,-80.1159,285.6
US1PAAL0130,"PLUM 1.6 SSE, PA US",40.4804,-79.746,349.3
US1PABD0005,"RAINSBURG 5.0 NNW, PA US",39.957501,-78.563772,387.1
US1PABD0006,"EVERETT 3.4 SW, PA US",39.975654,-78.408737,402.3
US1PABK0005,"PERKASIE 1.6 SSE, PA US",40.348328,-75.286222,120.1
US1PABK0015,"FURLONG 0.7 SW, PA US",40.289325,-75.093096,78.0
US1PABK0018,"LANGHORNE 2.8 NE, PA US",40.20922,-74.886037,54.9
US1PABR0002,"READING 3.5 SW, PA US",40.316251,-75.988661,97.5
US1PABR0005,"BERNVILLE 1.3 SW, PA US",40.4237,-76.13047,118.0
US1PABR0007,"FLEETWOOD 2.0 ESE, PA US",40.442917,-75.787206,232.0
US1PABR0008,"READING 1.2 SW, PA US",40.3277,-75.9432,64.0
US1PABR0016,"MOHNTON 2.8 SSW, PA US",40.2469250529962,-75.9980750083923,246.9
US1PABR0031,"READING 2.3 NW, PA US",40.359076,-75.961468,86.9
US1PABT0006,"BUTLER 6.6 SW, PA US",40.770694,-79.938482,374.9
US1PACB0004,"PALMERTON 5.8 ENE, PA US",40.83902,-75.51846,207.9
US1PACB0012,"BOWMANSTOWN 3.0 WSW, PA US",40.778972,-75.711283,159.1
US1PACB0016,"JIM THORPE 1.1 NNE, PA US",40.88582,-75.733191,324.0
US1PACB0018,"LEHIGHTON 3.3 WSW, PA US",40.811925,-75.773578,182.9
US1PACH0009,"WEST CHESTER 2.4 SSE, PA US",39.925851,-75.595228,107.9
US1PACH0011,"UNIONVILLE 2.2 NE, PA US",39.915039,-75.703197,101.5
US1PACN0003,"STATE COLLEGE 2.4 ENE, PA US",40.8067,-77.8167,334.1
US1PACN0005,"STATE COLLEGE 2.6 NW, PA US",40.8162,-77.8954,376.4
US1PACN0010,"BELLEFONTE 4.3 E, PA US",40.924914,-77.686868,309.1
US1PACN0013,"BOALSBURG 0.4 E, PA US",40.773611,-77.784708,355.1
US1PACN0018,"PORT MATILDA 2.2 ESE, PA US",40.79117,-78.01184,419.1
US1PACW0002,"MEADVILLE 6.7 NW, PA US",41.713498,-80.240891,398.4
US1PADP0006,"PAXTONIA 1.7 E, PA US",40.313399,-76.75778,124.1
US1PADP0014,"MIDDLETOWN 2.9 NW, PA US",40.234858,-76.761678,155.4
US1PAER0002,"ERIE 5.6 SW, PA US",42.060865,-80.152561,268.8
US1PAER0005,"NORTH EAST 1.2 WNW, PA US",42.220583,-79.855112,230.4
US1PALH0001,"SLATINGTON 6.0 WSW, PA US",40.70822906,-75.70887756,199.9
US1PALH0005,"SCHNECKSVILLE 2.7 SW, PA US",40.647393,-75.650513,143.9
US1PALH0017,"SCHNECKSVILLE 1.7 ENE, PA US",40.6848,-75.5887,199.6
US1PALN0003,"ADAMSTOWN 2.5 SSE, PA US",40.20552,-76.050854,198.1
US1PALN0007,"LANCASTER 5.8 WNW, PA US",40.0634,-76.4072,132.3
US1PALY0002,"WILLIAMSPORT 2.0 NE, PA US",41.257074,-77.008525,178.0
US1PALZ0004,"CONYNGHAM 3.9 NE, PA US",41.031595,-76.008655,320.0
US1PALZ0006,"WEST HAZLETON 3.2 NNE, PA US",41.016667,-76.0,339.9
US1PAMC0001,"ELDRED 5.1 W, PA US",41.95271,-78.479313,510.8
US1PAMT0006,"HATFIELD 0.1 SSW, PA US",40.2763,-75.3006,106.1
US1PAMT0007,"HARLEYSVILLE 2.1 SW, PA US",40.255622,-75.414367,112.2
US1PAMT0013,"BLUE BELL 2.3 NW, PA US",40.168486,-75.300545,84.1
US1PAMT0016,"NORTH WALES 1.3 WSW, PA US",40.206117,-75.2991,100.9
US1PAMT0020,"SKIPPACK 1.4 SSW, PA US",40.201145,-75.409018,71.0
US1PAMT0048,"ARDMORE 0.5 NW, PA US",40.008191,-75.300315,98.8
US1PAMT0133,"WILLOW GROVE 0.9 ESE, PA US",40.144701,-75.10261,103.9
US1PAPH0002,"ROCKLEDGE 1.3 SE, PA US",40.06771,-75.074773,46.6
US1PAPH0006,"WYNDMOOR 3.0 SSW, PA US",40.0455,-75.2222,58.5
US1PAPT0002,"ROULETTE 1.8 NNE, PA US",41.807588,-78.141449,495.3
US1PAVN0005,"SENECA 0.7 NNE, PA US",41.384553,-79.697897,459.3
US1PAWN0004,"MOSCOW 4.9 E, PA US",41.352815,-75.43579,271.3
US1PAWN0010,"STARRUCCA 27, PA US",41.899224,-75.471787,405.1
US1PAWN0012,"DYBERRY 2.1 W, PA US",41.63842,-75.29938,374.9
US1PAWN0013,"HAWLEY 15, PA US",41.502728,-75.159051,323.4
US1PAWN0026,"CANAAN 11, PA US",41.5901832580566,-75.3590393066406,384.7
US1PAWN0035,"PROMPTON 25, PA US",41.582352,-75.335686,364.5
US1PAWT0019,"LEECHBURG 1.4 SW, PA US",40.6152954101563,-79.6213760375977,315.8
US1PAYR0002,"DOVER 4.2 WSW, PA US",39.973363,-76.917826,135.0
US1PAYR0003,"SHILOH, PA US",39.9768,-76.7845,120.1
US1PAYR0008,"VALLEY GREEN 0.8 ENE, PA US",40.16119,-76.7791,121.9
US1RIBR0012,"BARRINGTON 1.1 NNE, RI US",41.749196,-71.307857,3.4
US1RIKN0002,"EAST GREENWICH 2.3 ESE, RI US",41.662511,-71.415929,8.8
US1RINW0004,"MIDDLETOWN 1.1 SW, RI US",41.530757,-71.299749,31.1
US1RINW0005,"LITTLE COMPTON 1.7 NW, RI US",41.508485,-71.173689,27.4
US1RIPR0050,"HARRISVILLE 1.2 SSE, RI US",41.951286,-71.671713,142.3
US1SCAB0011,"ABBEVILLE 4.1 N, SC US",34.2379302978516,-82.3711395263672,203.9
US1SCAK0004,"NORTH AUGUSTA 4.2 NE, SC US",33.559137,-81.902882,74.7
US1SCAK0006,"LANGLEY 0.2 SE, SC US",33.51558116,-81.84251633,61.0
US1SCAK0014,"AIKEN 7.8 SSE, SC US",33.443839,-81.658437,102.4
US1SCAK0020,"AIKEN 1.1 S, SC US",33.524294,-81.728827,147.2
US1SCAK0023,"AIKEN 1.0 SSW, SC US",33.527961,-81.734977,131.1
US1SCAK0039,"NORTH AUGUSTA 1.5 WSW, SC US",33.5074,-81.9782,83.5
US1SCAN0004,"WILLIAMSTON 5.4 W, SC US",34.6086,-82.5741,250.5
US1SCAN0013,"TOWNVILLE 2.7 ESE, SC US",34.554833,-82.852397,227.7
US1SCAN0020,"POWDERSVILLE 0.5 SSE, SC US",34.775235873,-82.488858922,299.9
US1SCAN0021,"ANDERSON 10.5 SE, SC US",34.385,-82.5598,188.4
US1SCBF0002,"HILTON HEAD ISLAND 4.0 N, SC US",32.252899,-80.735007,3.0
US1SCBF0022,"BLUFFTON 2.9 ENE, SC US",32.247951,-80.815602,2.7
US1SCBK0008,"HANAHAN 1.1 N, SC US",32.945943,-80.008423,8.8
US1SCCA0001,"ST. MATTHEWS 3.2 ENE, SC US",33.687402,-80.730055,76.8
US1SCCL0003,"WALTERBORO 3.0 NNW, SC US",32.943934,-80.681239,19.8
US1SCCL0005,"SMOAKS 0.1 ESE, SC US",33.089,-80.814,35.1
US1SCCR0004,"MOUNT PLEASANT 1.9 ESE, SC US",32.811722,-79.833617,4.0
US1SCCR0010,"MCCLELLANVILLE 0.2 ESE, SC US",33.084531,-79.463582,1.8
US1SCCR0013,"CHARLESTON 4.6 SSE, SC US",32.726387,-79.958655,1.8
US1SCCR0022,"CHARLESTON 5.2 WNW, SC US",32.80665,-80.08275,4.0
US1SCCR0026,"MOUNT PLEASANT 4.1 NE, SC US",32.856715,-79.805795,7.3
US1SCCR0032,"MEGGETT 1.8 W, SC US",32.701126,-80.29366,9.4
US1SCCR0033,"MCCLELLANVILLE 0.5 ESE, SC US",33.083507,-79.459862,2.1
US1SCCR0034,"NORTH CHARLESTON 2.6 NW, SC US",32.932234,-80.073614,11.0
US1SCCR0049,"NWS CHARLESTON SC, SC US",32.89489,-80.02733,16.2
US1SCCR0074,"JOHNS ISLAND 1.8 NE, SC US",32.721651,-80.008803,2.4
US1SCCR0116,"CHARLESTON 3.2 W, SC US",32.78893,-80.04954,4.6
US1SCCS0001,"LOWRYS 3.6 ENE, SC US",34.8201,-81.17768,183.5
US1SCDC0003,"NORTH CHARLESTON 2.9 WNW, SC US",32.926232,-80.084048,10.4
US1SCDC0018,"REEVESVILLE 1.0 SSE, SC US",33.189555,-80.638107,27.7
US1SCDC0021,"SUMMERVILLE 3.4 S, SC US",32.955085,-80.168558,9.1
US1SCDR0004,"DARLINGTON 7.3 SSW, SC US",34.2017,-79.9071,43.9
US1SCED0002,"TRENTON 6.3 SSW, SC US",33.65153,-81.86621,170.1
US1SCED0005,"EDGEFIELD 10.5 N, SC US",33.940292,-81.956101,143.0
US1SCFL0013,"FLORENCE 2.1 SW, SC US",34.162376,-79.80912,37.8
US1SCGT0001,"GEORGETOWN 5.3 NNE, SC US",33.430641,-79.253702,1.5
US1SCGT0004,"GEORGETOWN 6.0 S, SC US",33.275851,-79.292816,3.7
US1SCGV0001,"TAYLORS 2.8 W, SC US",34.9188995,-82.3621368,316.1
US1SCGV0006,"TAYLORS 2.8 NNW, SC US",34.951449,-82.336638,288.0
US1SCGV0007,"TRAVELERS REST 8.9 N, SC US",35.0938,-82.4093,371.6
US1SCGV0013,"FIVE FORKS 1.0 W, SC US",34.807628,-82.237825,266.1
US1SCGV0018,"TRAVELERS REST 2.4 ESE, SC US",34.95943,-82.397344,340.5
US1SCGV0019,"GREER 3.8 SW, SC US",34.895426,-82.273004,281.3
US1SCGV0020,"SIMPSONVILLE 5.5 N, SC US",34.810465,-82.260476,276.1
US1SCGV0026,"GREENVILLE 7.7 SE, SC US",34.7507592,-82.3436605,251.8
US1SCGV0028,"FOUNTAIN INN 5.4 SW, SC US",34.635665,-82.263669,248.7
US1SCGV0120,"SLATER MARIETTA 4.5 NE, SC US",35.080684,-82.439532,328.3
US1SCGW0001,"GREENWOOD 5.0 W, SC US",34.200111,-82.239809,165.8
US1SCHR0136,"BRIARCLIFFE ACRES 0.2 WNW, SC US",33.789905,-78.751571,9.1
US1SCJS0003,"RIDGELAND 5.8 ESE, SC US",32.4496,-80.8911,3.0
US1SCKR0004,"CAMDEN 6.6 NE, SC US",34.339848,-80.544924,96.0
US1SCLN0002,"FORT MILL 3.5 ENE, SC US",35.03107,-80.89028,182.9
US1SCLR0006,"CHAPPELLS 5.0 NNW, SC US",34.244578,-81.913378,171.0
US1SCLR0008,"GRAY COURT 3.3 WSW, SC US",34.586231,-82.164055,220.1
US1SCLX0005,"LEXINGTON 1.6 WNW, SC US",33.989372,-81.265425,114.0
US1SCLX0007,"OAK GROVE 1.4 N, SC US",34.00145,-81.142239,100.0
US1SCLX0031,"LEXINGTON 1.0 SE, SC US",33.97643,-81.21731,98.8
US1SCLX0035,"LEXINGTON 2.9 NE, SC US",34.015092,-81.192037,78.9
US1SCOC0004,"SALEM 3.1 WNW, SC US",34.9055,-83.0302,342.3
US1SCOC0006,"WALHALLA 1.5 NW, SC US",34.786936,-83.081937,318.2
US1SCOC0007,"SENECA 4.9 N, SC US",34.7568,-82.9571,280.1
US1SCOC0015,"WEST UNION 1.5 ESE, SC US",34.748413,-83.020209,266.7
US1SCOC0020,"SENECA 1.4 E, SC US",34.689891,-82.932766,299.3
US1SCOC0078,"SALEM 0.8 SW, SC US",34.88428,-82.988115,315.2
US1SCPC0001,"PICKENS 6.9 W, SC US",34.897741,-82.827956,324.6
US1SCPC0003,"LIBERTY 3.7 SE, SC US",34.751111,-82.655199,303.6
US1SCPC0005,"PICKENS 1.5 WSW, SC US",34.875588,-82.732335,313.6
US1SCRC0001,"DENTSVILLE 6.6 NNE, SC US",34.156556,-80.892262,124.1
US1SCRC0004,"CHAPIN 4.3 E, SC US",34.1701,-81.2745,131.7
US1SCRC0007,"IRMO 4.4 N, SC US",34.157016,-81.19178,76.2
US1SCRC0012,"COLUMBIA 6.7 N, SC US",34.135861,-80.888577,109.1
US1SCRC0030,"HOPKINS 3.9 NNE, SC US",33.957404,-80.857809,128.0
US1SCSL0002,"SALUDA 6.1 SW, SC US",33.946508,-81.855846,160.0
US1SCSP0010,"MOORE 4.9 NW, SC US",34.876255,-82.057075,232.9
US1SCSP0011,"LYMAN 4.1 WNW, SC US",34.964,-82.194,285.0
US1SCSP0018,"DUNCAN 5.1 SE, SC US",34.879646,-82.077712,237.4
US1SCSP0023,"LYMAN 5.3 WNW, SC US",34.9891222,-82.2055501,267.9
US1SCSP0025,"SPARTANBURG 3.4 ENE, SC US",34.957222,-81.870375,214.0
US1SCUN0001,"UNION 2.3 NNE, SC US",34.755401,-81.613352,189.9
US1SCYR0003,"LAKE WYLIE 2.3 SW, SC US",35.0842,-81.07748,199.3
US1SCYR0004,"YORK 3.0 NNE, SC US",35.036235,-81.221389,233.2
US1SCYR0006,"YORK 6.3 E, SC US",34.984468,-81.125352,204.2
US1SCYR0007,"ROCK HILL 4.1 WNW, SC US",34.967638,-81.092578,201.2
US1SCYR0010,"YORK 1.8 ESE, SC US",34.989941,-81.204847,216.7
US1SDBK0002,"ASTORIA 2.2 SSE, SD US",44.53093333,-96.52268333,559.9
US1SDBK0003,"BROOKINGS 1.4 SW, SD US",44.289889,-96.802123,494.1
US1SDBK0007,"BROOKINGS 0.2 SSW, SD US",44.303888,-96.787839,502.9
US1SDBK0009,"BRUCE 4.1 NE, SD US",44.48479,-96.83752,519.1
US1SDBK0012,"BROOKINGS 0.9 S, SD US",44.293578,-96.788359,498.0
US1SDBK0057,"BROOKINGS 1.6 S, SD US",44.283677,-96.79109,491.6
US1SDBL0001,"CHAMBERLAIN 0.3 W, SD US",43.806791,-99.327094,452.0
US1SDBN0002,"BATESLAND 7.4 NNE, SD US",43.2218,-102.03258,1058.9
US1SDBN0005,"MARTIN 13.2 W, SD US",43.171967,-101.9864,1029.0
US1SDBR0001,"ABERDEEN 1.0 NNE, SD US",45.481041,-98.473166,395.6
US1SDBR0002,"ABERDEEN 7.4 NNE, SD US",45.561269,-98.410058,395.9
US1SDBR0003,"CLAREMONT 2.4 SSE, SD US",45.638276,-98.000341,399.9
US1SDBR0004,"HECLA 7.1 WNW, SD US",45.91651,-98.29118,412.4
US1SDBR0011,"ABERDEEN 1.5 SSW, SD US",45.446769,-98.49093,396.2
